common_name,scientific_name,genus,family,order,category
Djibouti Spurfowl,Pternistis ochropectus,Pternistis,Phasianidae,Galliformes,species
Swierstra's Spurfowl,Pternistis swierstrai,Pternistis,Phasianidae,Galliformes,species
Ahanta Spurfowl,Pternistis ahantensis,Pternistis,Phasianidae,Galliformes,species
Gray-striped Spurfowl,Pternistis griseostriatus,Pternistis,Phasianidae,Galliformes,species
Jackson's Spurfowl,Pternistis jacksoni,Pternistis,Phasianidae,Galliformes,species
Red-billed Spurfowl,Pternistis adspersus,Pternistis,Phasianidae,Galliformes,species
Cape Spurfowl,Pternistis capensis,Pternistis,Phasianidae,Galliformes,species
Natal Spurfowl,Pternistis natalensis,Pternistis,Phasianidae,Galliformes,species
Hildebrandt's Spurfowl,Pternistis hildebrandti,Pternistis,Phasianidae,Galliformes,species
Double-spurred Spurfowl,Pternistis bicalcaratus,Pternistis,Phasianidae,Galliformes,species
Scaly Spurfowl,Pternistis squamatus,Pternistis,Phasianidae,Galliformes,species
Heuglin's Spurfowl,Pternistis icterorhynchus,Pternistis,Phasianidae,Galliformes,species
Clapperton's Spurfowl,Pternistis clappertoni,Pternistis,Phasianidae,Galliformes,species
Harwood's Spurfowl,Pternistis harwoodi,Pternistis,Phasianidae,Galliformes,species
Swainson's Spurfowl,Pternistis swainsonii,Pternistis,Phasianidae,Galliformes,species
Yellow-necked Spurfowl,Pternistis leucoscepus,Pternistis,Phasianidae,Galliformes,species
Gray-breasted Spurfowl,Pternistis rufopictus,Pternistis,Phasianidae,Galliformes,species
Red-necked Spurfowl,Pternistis afer,Pternistis,Phasianidae,Galliformes,species
Red-necked Spurfowl (Cranch's),Pternistis afer cranchii/harterti,Pternistis,Phasianidae,Galliformes,group (polytypic)
Red-necked Spurfowl (Northern),Pternistis afer [leucoparaeus Group],Pternistis,Phasianidae,Galliformes,group (polytypic)
Red-necked Spurfowl (Benguela),Pternistis afer afer,Pternistis,Phasianidae,Galliformes,group (monotypic)
Red-necked Spurfowl (Southern),Pternistis afer castaneiventer,Pternistis,Phasianidae,Galliformes,group (monotypic)
francolin/spurfowl sp.,Phasianidae sp. (francolin/spurfowl sp.),Phasianidae,Phasianidae,Galliformes,spuh
Rock Pigeon,Columba livia,Columba,Columbidae,Columbiformes,species
Rock Pigeon (Wild type),Columba livia (Wild type),Columba,Columbidae,Columbiformes,form
Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),Columba,Columbidae,Columbiformes,domestic
Hill Pigeon,Columba rupestris,Columba,Columbidae,Columbiformes,species
Rock/Hill Pigeon,Columba livia/rupestris,Columba,Columbidae,Columbiformes,slash
Snow Pigeon,Columba leuconota,Columba,Columbidae,Columbiformes,species
Speckled Pigeon,Columba guinea,Columba,Columbidae,Columbiformes,species
White-collared Pigeon,Columba albitorques,Columba,Columbidae,Columbiformes,species
Stock Dove,Columba oenas,Columba,Columbidae,Columbiformes,species
Yellow-eyed Pigeon,Columba eversmanni,Columba,Columbidae,Columbiformes,species
Somali Pigeon,Columba oliviae,Columba,Columbidae,Columbiformes,species
Common Wood-Pigeon,Columba palumbus,Columba,Columbidae,Columbiformes,species
Common Wood-Pigeon (White-necked),Columba palumbus [palumbus Group],Columba,Columbidae,Columbiformes,group (polytypic)
Common Wood-Pigeon (Cinnamon-necked),Columba palumbus casiotis,Columba,Columbidae,Columbiformes,group (monotypic)
Trocaz Pigeon,Columba trocaz,Columba,Columbidae,Columbiformes,species
Bolle's Pigeon,Columba bollii,Columba,Columbidae,Columbiformes,species
Afep Pigeon,Columba unicincta,Columba,Columbidae,Columbiformes,species
Laurel Pigeon,Columba junoniae,Columba,Columbidae,Columbiformes,species
Rameron Pigeon,Columba arquatrix,Columba,Columbidae,Columbiformes,species
Cameroon Pigeon,Columba sjostedti,Columba,Columbidae,Columbiformes,species
Maroon Pigeon,Columba thomensis,Columba,Columbidae,Columbiformes,species
Eastern Bronze-naped Pigeon,Columba delegorguei,Columba,Columbidae,Columbiformes,species
Eastern Bronze-naped Pigeon (Northern),Columba delegorguei sharpei,Columba,Columbidae,Columbiformes,group (monotypic)
Eastern Bronze-naped Pigeon (Southern),Columba delegorguei delegorguei,Columba,Columbidae,Columbiformes,group (monotypic)
Western Bronze-naped Pigeon,Columba iriditorques,Columba,Columbidae,Columbiformes,species
Sao Tome Pigeon,Columba malherbii,Columba,Columbidae,Columbiformes,species
Mauritius Wood-Pigeon,Columba thiriouxi,Columba,Columbidae,Columbiformes,species
Comoro Pigeon,Columba pollenii,Columba,Columbidae,Columbiformes,species
Speckled Wood-Pigeon,Columba hodgsonii,Columba,Columbidae,Columbiformes,species
White-naped Pigeon,Columba albinucha,Columba,Columbidae,Columbiformes,species
Ashy Wood-Pigeon,Columba pulchricollis,Columba,Columbidae,Columbiformes,species
Nilgiri Wood-Pigeon,Columba elphinstonii,Columba,Columbidae,Columbiformes,species
Sri Lanka Wood-Pigeon,Columba torringtoniae,Columba,Columbidae,Columbiformes,species
Pale-capped Pigeon,Columba punicea,Columba,Columbidae,Columbiformes,species
Silvery Wood-Pigeon,Columba argentina,Columba,Columbidae,Columbiformes,species
Andaman Wood-Pigeon,Columba palumboides,Columba,Columbidae,Columbiformes,species
Black Wood-Pigeon,Columba janthina,Columba,Columbidae,Columbiformes,species
Ryukyu Pigeon,Columba jouyi,Columba,Columbidae,Columbiformes,species
Bonin Pigeon,Columba versicolor,Columba,Columbidae,Columbiformes,species
Metallic Pigeon,Columba vitiensis,Columba,Columbidae,Columbiformes,species
Metallic Pigeon (Metallic),Columba vitiensis [vitiensis Group],Columba,Columbidae,Columbiformes,group (polytypic)
Metallic Pigeon (Samoan),Columba vitiensis castaneiceps,Columba,Columbidae,Columbiformes,group (monotypic)
White-headed Pigeon,Columba leucomela,Columba,Columbidae,Columbiformes,species
Yellow-legged Pigeon,Columba pallidiceps,Columba,Columbidae,Columbiformes,species
Columba sp.,Columba sp.,Columba,Columbidae,Columbiformes,spuh
Lemon Dove,Aplopelia larvata,Aplopelia,Columbidae,Columbiformes,species
Lemon Dove (Western),Aplopelia larvata inornata,Aplopelia,Columbidae,Columbiformes,group (monotypic)
Lemon Dove (Principe),Aplopelia larvata principalis,Aplopelia,Columbidae,Columbiformes,group (monotypic)
Lemon Dove (Sao Tome),Aplopelia larvata simplex,Aplopelia,Columbidae,Columbiformes,group (monotypic)
Lemon Dove (Lemon),Aplopelia larvata larvata/bronzina,Aplopelia,Columbidae,Columbiformes,group (polytypic)
Pale-vented Pigeon,Patagioenas cayennensis,Patagioenas,Columbidae,Columbiformes,species
Scaled Pigeon,Patagioenas speciosa,Patagioenas,Columbidae,Columbiformes,species
Scaly-naped Pigeon,Patagioenas squamosa,Patagioenas,Columbidae,Columbiformes,species
Picazuro Pigeon,Patagioenas picazuro,Patagioenas,Columbidae,Columbiformes,species
Bare-eyed Pigeon,Patagioenas corensis,Patagioenas,Columbidae,Columbiformes,species
Spot-winged Pigeon,Patagioenas maculosa,Patagioenas,Columbidae,Columbiformes,species
Spot-winged Pigeon (albipennis),Patagioenas maculosa albipennis,Patagioenas,Columbidae,Columbiformes,group (monotypic)
Spot-winged Pigeon (maculosa),Patagioenas maculosa maculosa,Patagioenas,Columbidae,Columbiformes,group (monotypic)
White-crowned Pigeon,Patagioenas leucocephala,Patagioenas,Columbidae,Columbiformes,species
Red-billed Pigeon,Patagioenas flavirostris,Patagioenas,Columbidae,Columbiformes,species
Plain Pigeon,Patagioenas inornata,Patagioenas,Columbidae,Columbiformes,species
Band-tailed Pigeon,Patagioenas fasciata,Patagioenas,Columbidae,Columbiformes,species
Band-tailed Pigeon (Northern),Patagioenas fasciata [fasciata Group],Patagioenas,Columbidae,Columbiformes,group (polytypic)
Band-tailed Pigeon (Viosca's),Patagioenas fasciata vioscae,Patagioenas,Columbidae,Columbiformes,group (monotypic)
Band-tailed Pigeon (White-necked),Patagioenas fasciata [albilinea Group],Patagioenas,Columbidae,Columbiformes,group (polytypic)
Rock/Band-tailed Pigeon,Columba livia/Patagioenas fasciata,Columba,Columbidae,Columbiformes,slash
Chilean Pigeon,Patagioenas araucana,Patagioenas,Columbidae,Columbiformes,species
Ring-tailed Pigeon,Patagioenas caribaea,Patagioenas,Columbidae,Columbiformes,species
Peruvian Pigeon,Patagioenas oenops,Patagioenas,Columbidae,Columbiformes,species
Plumbeous Pigeon,Patagioenas plumbea,Patagioenas,Columbidae,Columbiformes,species
Ruddy Pigeon,Patagioenas subvinacea,Patagioenas,Columbidae,Columbiformes,species
Ruddy Pigeon (Berlepsch's),Patagioenas subvinacea subvinacea/berlepschi,Patagioenas,Columbidae,Columbiformes,group (polytypic)
Ruddy Pigeon (Ruddy),Patagioenas subvinacea [purpureotincta Group],Patagioenas,Columbidae,Columbiformes,group (polytypic)
Plumbeous/Ruddy Pigeon,Patagioenas plumbea/subvinacea,Patagioenas,Columbidae,Columbiformes,slash
Short-billed Pigeon,Patagioenas nigrirostris,Patagioenas,Columbidae,Columbiformes,species
Ruddy/Short-billed Pigeon,Patagioenas subvinacea/nigrirostris,Patagioenas,Columbidae,Columbiformes,slash
Dusky Pigeon,Patagioenas goodsoni,Patagioenas,Columbidae,Columbiformes,species
Patagioenas sp.,Patagioenas sp.,Patagioenas,Columbidae,Columbiformes,spuh
Passenger Pigeon,Ectopistes migratorius,Ectopistes,Columbidae,Columbiformes,species
Malagasy Turtle-Dove,Nesoenas picturatus,Nesoenas,Columbidae,Columbiformes,species
Pink Pigeon,Nesoenas mayeri,Nesoenas,Columbidae,Columbiformes,species
Mauritius Turtle-Dove,Nesoenas cicur,Nesoenas,Columbidae,Columbiformes,species
Rodrigues Turtle-Dove,Nesoenas rodericanus,Nesoenas,Columbidae,Columbiformes,species
European Turtle-Dove,Streptopelia turtur,Streptopelia,Columbidae,Columbiformes,species
Dusky Turtle-Dove,Streptopelia lugens,Streptopelia,Columbidae,Columbiformes,species
Adamawa Turtle-Dove,Streptopelia hypopyrrha,Streptopelia,Columbidae,Columbiformes,species
Oriental Turtle-Dove,Streptopelia orientalis,Streptopelia,Columbidae,Columbiformes,species
Sunda Collared-Dove,Streptopelia bitorquata,Streptopelia,Columbidae,Columbiformes,species
Philippine Collared-Dove,Streptopelia dusumieri,Streptopelia,Columbidae,Columbiformes,species
Eurasian Collared-Dove,Streptopelia decaocto,Streptopelia,Columbidae,Columbiformes,species
European Turtle-Dove x Eurasian Collared-Dove (hybrid),Streptopelia turtur x decaocto,Streptopelia,Columbidae,Columbiformes,hybrid
Oriental Turtle-Dove x Eurasian Collared-Dove (hybrid),Streptopelia orientalis x decaocto,Streptopelia,Columbidae,Columbiformes,hybrid
Burmese Collared-Dove,Streptopelia xanthocycla,Streptopelia,Columbidae,Columbiformes,species
Eurasian/Burmese Collared-Dove,Streptopelia decaocto/xanthocycla,Streptopelia,Columbidae,Columbiformes,slash
African Collared-Dove,Streptopelia roseogrisea,Streptopelia,Columbidae,Columbiformes,species
African Collared-Dove (Domestic type or Ringed Turtle-Dove),Streptopelia roseogrisea (Domestic type),Streptopelia,Columbidae,Columbiformes,domestic
Eurasian x African Collared-Dove (hybrid),Streptopelia decaocto x roseogrisea,Streptopelia,Columbidae,Columbiformes,hybrid
Eurasian/African Collared-Dove,Streptopelia decaocto/roseogrisea,Streptopelia,Columbidae,Columbiformes,slash
White-winged Collared-Dove,Streptopelia reichenowi,Streptopelia,Columbidae,Columbiformes,species
Mourning Collared-Dove,Streptopelia decipiens,Streptopelia,Columbidae,Columbiformes,species
Red-eyed Dove,Streptopelia semitorquata,Streptopelia,Columbidae,Columbiformes,species
Ring-necked Dove,Streptopelia capicola,Streptopelia,Columbidae,Columbiformes,species
Vinaceous Dove,Streptopelia vinacea,Streptopelia,Columbidae,Columbiformes,species
Red Collared-Dove,Streptopelia tranquebarica,Streptopelia,Columbidae,Columbiformes,species
Eurasian/Red Collared-Dove,Streptopelia decaocto/tranquebarica,Streptopelia,Columbidae,Columbiformes,slash
Streptopelia sp.,Streptopelia sp.,Streptopelia,Columbidae,Columbiformes,spuh
Spotted Dove,Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,species
Spotted Dove (Western),Spilopelia chinensis suratensis/ceylonensis,Spilopelia,Columbidae,Columbiformes,group (polytypic)
Spotted Dove (Eastern),Spilopelia chinensis chinensis/tigrina,Spilopelia,Columbidae,Columbiformes,group (polytypic)
Laughing Dove,Spilopelia senegalensis,Spilopelia,Columbidae,Columbiformes,species
Barred Cuckoo-Dove,Macropygia unchall,Macropygia,Columbidae,Columbiformes,species
Brown Cuckoo-Dove,Macropygia phasianella,Macropygia,Columbidae,Columbiformes,species
Flores Sea Cuckoo-Dove,Macropygia macassariensis,Macropygia,Columbidae,Columbiformes,species
Timor Cuckoo-Dove,Macropygia magna,Macropygia,Columbidae,Columbiformes,species
Tanimbar Cuckoo-Dove,Macropygia timorlaoensis,Macropygia,Columbidae,Columbiformes,species
Amboyna Cuckoo-Dove,Macropygia amboinensis,Macropygia,Columbidae,Columbiformes,species
Sultan's Cuckoo-Dove,Macropygia doreya,Macropygia,Columbidae,Columbiformes,species
Sultan's Cuckoo-Dove (Sulawesi),Macropygia doreya [albicapilla Group],Macropygia,Columbidae,Columbiformes,group (polytypic)
Sultan's Cuckoo-Dove (Sultan's),Macropygia doreya [doreya Group],Macropygia,Columbidae,Columbiformes,group (polytypic)
Amboyna/Sultan's Cuckoo-Dove,Macropygia amboinensis/doreya,Macropygia,Columbidae,Columbiformes,slash
Andaman Cuckoo-Dove,Macropygia rufipennis,Macropygia,Columbidae,Columbiformes,species
Philippine Cuckoo-Dove,Macropygia tenuirostris,Macropygia,Columbidae,Columbiformes,species
Palawan Cuckoo-Dove (undescribed form),Macropygia [undescribed form],Macropygia,Columbidae,Columbiformes,form
Ruddy Cuckoo-Dove,Macropygia emiliana,Macropygia,Columbidae,Columbiformes,species
Enggano Cuckoo-Dove,Macropygia cinnamomea,Macropygia,Columbidae,Columbiformes,species
Barusan Cuckoo-Dove,Macropygia modiglianii,Macropygia,Columbidae,Columbiformes,species
Black-billed Cuckoo-Dove,Macropygia nigrirostris,Macropygia,Columbidae,Columbiformes,species
Spot-breasted Cuckoo-Dove,Macropygia mackinlayi,Macropygia,Columbidae,Columbiformes,species
Little Cuckoo-Dove,Macropygia ruficeps,Macropygia,Columbidae,Columbiformes,species
Little Cuckoo-Dove (Eucalypt),Macropygia ruficeps [undescribed form],Macropygia,Columbidae,Columbiformes,form
Macropygia sp.,Macropygia sp.,Macropygia,Columbidae,Columbiformes,spuh
Great Cuckoo-Dove,Reinwardtoena reinwardti,Reinwardtoena,Columbidae,Columbiformes,species
Pied Cuckoo-Dove,Reinwardtoena browni,Reinwardtoena,Columbidae,Columbiformes,species
Crested Cuckoo-Dove,Reinwardtoena crassirostris,Reinwardtoena,Columbidae,Columbiformes,species
White-faced Cuckoo-Dove,Turacoena manadensis,Turacoena,Columbidae,Columbiformes,species
Sula Cuckoo-Dove,Turacoena sulaensis,Turacoena,Columbidae,Columbiformes,species
Slaty Cuckoo-Dove,Turacoena modesta,Turacoena,Columbidae,Columbiformes,species
Emerald-spotted Wood-Dove,Turtur chalcospilos,Turtur,Columbidae,Columbiformes,species
Black-billed Wood-Dove,Turtur abyssinicus,Turtur,Columbidae,Columbiformes,species
Blue-spotted Wood-Dove,Turtur afer,Turtur,Columbidae,Columbiformes,species
Tambourine Dove,Turtur tympanistria,Turtur,Columbidae,Columbiformes,species
Blue-headed Wood-Dove,Turtur brehmeri,Turtur,Columbidae,Columbiformes,species
Turtur sp.,Turtur sp.,Turtur,Columbidae,Columbiformes,spuh
Namaqua Dove,Oena capensis,Oena,Columbidae,Columbiformes,species
Asian Emerald Dove,Chalcophaps indica,Chalcophaps,Columbidae,Columbiformes,species
Pacific Emerald Dove,Chalcophaps longirostris,Chalcophaps,Columbidae,Columbiformes,species
Asian x Pacific Emerald Dove (hybrid),Chalcophaps indica x longirostris,Chalcophaps,Columbidae,Columbiformes,hybrid
Asian/Pacific Emerald Dove,Chalcophaps indica/longirostris,Chalcophaps,Columbidae,Columbiformes,slash
Stephan's Dove,Chalcophaps stephani,Chalcophaps,Columbidae,Columbiformes,species
New Guinea Bronzewing,Henicophaps albifrons,Henicophaps,Columbidae,Columbiformes,species
New Britain Bronzewing,Henicophaps foersteri,Henicophaps,Columbidae,Columbiformes,species
Wetar Ground Dove,Pampusana hoedtii,Pampusana,Columbidae,Columbiformes,species
Shy Ground Dove,Pampusana stairi,Pampusana,Columbidae,Columbiformes,species
Santa Cruz Ground Dove,Pampusana sanctaecrucis,Pampusana,Columbidae,Columbiformes,species
Thick-billed Ground Dove,Pampusana salamonis,Pampusana,Columbidae,Columbiformes,species
Tanna Ground Dove,Pampusana ferruginea,Pampusana,Columbidae,Columbiformes,species
Bronze Ground Dove,Pampusana beccarii,Pampusana,Columbidae,Columbiformes,species
Bronze Ground Dove (Western),Pampusana beccarii beccarii,Pampusana,Columbidae,Columbiformes,group (monotypic)
Bronze Ground Dove (Eastern),Pampusana beccarii [johannae Group],Pampusana,Columbidae,Columbiformes,group (polytypic)
Palau Ground Dove,Pampusana canifrons,Pampusana,Columbidae,Columbiformes,species
White-bibbed Ground Dove,Pampusana jobiensis,Pampusana,Columbidae,Columbiformes,species
Marquesan Ground Dove,Pampusana rubescens,Pampusana,Columbidae,Columbiformes,species
Caroline Islands Ground Dove,Pampusana kubaryi,Pampusana,Columbidae,Columbiformes,species
Polynesian Ground Dove,Pampusana erythroptera,Pampusana,Columbidae,Columbiformes,species
White-throated Ground Dove,Pampusana xanthonura,Pampusana,Columbidae,Columbiformes,species
Norfolk Ground Dove,Pampusana norfolkensis,Pampusana,Columbidae,Columbiformes,species
Common Bronzewing,Phaps chalcoptera,Phaps,Columbidae,Columbiformes,species
Brush Bronzewing,Phaps elegans,Phaps,Columbidae,Columbiformes,species
Common/Brush Bronzewing,Phaps chalcoptera/elegans,Phaps,Columbidae,Columbiformes,slash
Flock Bronzewing,Phaps histrionica,Phaps,Columbidae,Columbiformes,species
Crested Pigeon,Ocyphaps lophotes,Ocyphaps,Columbidae,Columbiformes,species
Spinifex Pigeon,Geophaps plumifera,Geophaps,Columbidae,Columbiformes,species
Spinifex Pigeon (Rufous-bellied),Geophaps plumifera ferruginea,Geophaps,Columbidae,Columbiformes,group (monotypic)
Spinifex Pigeon (White-bellied),Geophaps plumifera plumifera/leucogaster,Geophaps,Columbidae,Columbiformes,group (polytypic)
Squatter Pigeon,Geophaps scripta,Geophaps,Columbidae,Columbiformes,species
Partridge Pigeon,Geophaps smithii,Geophaps,Columbidae,Columbiformes,species
Partridge Pigeon (Yellow-faced),Geophaps smithii blaauwi,Geophaps,Columbidae,Columbiformes,group (monotypic)
Partridge Pigeon (Red-faced),Geophaps smithii smithii,Geophaps,Columbidae,Columbiformes,group (monotypic)
Chestnut-quilled Rock-Pigeon,Petrophassa rufipennis,Petrophassa,Columbidae,Columbiformes,species
White-quilled Rock-Pigeon,Petrophassa albipennis,Petrophassa,Columbidae,Columbiformes,species
Wonga Pigeon,Leucosarcia melanoleuca,Leucosarcia,Columbidae,Columbiformes,species
